No.,Site name,long,lat,Elev. (m),Tann,Mtco,Mtwa,GDD5,GDD0,Pann,Drought,MI,Sedtype
1393,Qingshuigou 15,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1394,Qingshuigou 16,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1395,Qingshuigou 17,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1396,Qingshuigou 18,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1397,Qingshuigou 19,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1398,Qingshuigou 20,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1399,Qingshuigou 21,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1400,Qingshuigou 22,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1401,Qingshuigou 23,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1402,Qingshuigou 24,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1403,Qingshuigou 25,102.405,27.505,3660,6.955,1.6,11.6,993,2544.9,1069.19,0.131,1.295,4
1404,Qujiang,113.655,24.605,137,19.805,10.2,28,5418.2,7243.2,1722.51,0.015,1.674,4
1405,Reshuitang,117.655,43.755,1200,0.373333333,-19.5,17.8,1285.6,2185.8,405.85,0.354,0.579,4
1406,Reyueshan 1,101.115,36.435,3440,0.099166667,-12.3,10.6,478,1303.5,463.62,0.125,0.835,4
1407,Reyueshan 2,101.035,36.415,3361,0.265833333,-12.3,10.9,507.6,1344,456.75,0.129,0.814,4
1408,Rongchi 1,120.685,22.005,80,20.695,12.3,27.7,5742.6,7567.6,1317.12,0.04,1.029,4
1409,Rongchi 2,120.685,22.005,100,20.695,12.3,27.7,5742.6,7567.6,1317.12,0.04,1.029,4
1410,Ruoergai,102.555,33.905,3396,1.0925,-9.5,10.6,472.1,1328.2,690.67,0.026,1.032,4
1411,Ruoergai RM,102.355,33.955,3401,1.221666667,-9.3,10.8,491,1355.6,668.66,0.033,0.988,4
1412,Ruoguo Glacier 01,93.975,30.475,4630,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1413,Ruoguo Glacier 02,93.975,30.475,4630,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1414,Ruoguo Glacier 04,93.975,30.475,4630,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1415,Ruoguo Glacier 05,93.975,30.475,4630,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1416,Ruoguo Glacier 06,93.975,30.475,4630,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1417,Ruoguo Glacier 07,93.975,30.475,4630,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1418,Ruoguo Glacier 08,93.975,30.475,4630,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1419,Ruoguo Glacier 09,93.975,30.475,4630,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1420,Ruoguo Glacier 10,93.975,30.475,4630,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1421,RuoguoG Hugong 1,93.975,30.475,3950,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1422,RuoguoG Hugong 2,93.975,30.475,3950,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1423,RuoguoG Hugong 3,93.975,30.475,3950,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1424,RuoguoG Hugong 4,93.975,30.475,3950,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1425,RuoguoG Hugong 5,93.975,30.475,3950,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1426,RuoguoG Hugong 6,93.975,30.475,3950,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1427,RuoguoG Hugong 7,93.975,30.475,3950,6.615,-4.2,15.6,1431.3,2657,585.72,0.227,0.716,3
1428,Ruomohong 1,96.185,36.375,2763,5.159166667,-9.4,17.7,1566.5,2642.1,69.35,0.835,0.08,4
1429,Ruomohong 2,96.435,36.385,2940,4.723333333,-9.7,17.2,1468.4,2525,75.3,0.824,0.089,4
1430,Ruyuan,113.125,24.515,260,17.39916667,8.3,25.4,4540,6365,1813.41,0.015,1.858,4
1431,Ruyuan 2,113.095,24.665,204,18.815,9.1,27.3,5057.4,6882.4,1706.56,0.015,1.708,4
1432,San Jiang 01,133.525,47.585,56,1.8975,-22.2,21.3,1842,2809.7,569.29,0.088,0.895,4
1433,San Jiang 02-7,133.525,47.585,56,1.8975,-22.2,21.3,1842,2809.7,569.29,0.088,0.895,4
1434,San Jiang 03-7,133.525,47.585,56,1.8975,-22.2,21.3,1842,2809.7,569.29,0.088,0.895,4
1435,San Jiang 04-7,133.525,47.585,56,1.8975,-22.2,21.3,1842,2809.7,569.29,0.088,0.895,4
1438,San Jiang 07-7,133.525,47.585,56,1.8975,-22.2,21.3,1842,2809.7,569.29,0.088,0.895,4
1442,San Jiang 11-7,133.525,47.585,56,1.8975,-22.2,21.3,1842,2809.7,569.29,0.088,0.895,4
1444,Sandaolaoyefu 01,126.245,42.105,1117,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1445,Sandaolaoyefu 02,126.245,42.105,1080,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1446,Sandaolaoyefu 03,126.245,42.105,1000,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1447,Sandaolaoyefu 04,126.245,42.105,920,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1448,Sandaolaoyefu 05,126.245,42.105,860,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1449,Sandaolaoyefu 06,126.245,42.105,775,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1450,Sandaolaoyefu 07,126.245,42.105,850,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1451,Sandaolaoyefu 08,126.245,42.105,1270,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1452,Sandaolaoyefu 09,126.245,42.105,1620,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1453,Sandaolaoyefu 10,126.245,42.105,1950,3.4125,-17.4,20.2,1739.1,2744.6,836.72,0.02,1.202,4
1454,Sandu,109.305,19.905,34,24.10083333,17.6,28.9,6980,8805,1594.16,0.106,1.231,4
1456,Sanming 1,117.465,26.175,240,19.1075,9.6,28,5163,6988,1639.52,0.015,1.614,4
1457,Sanming 2,117.465,26.175,240,19.1075,9.6,28,5163,6988,1639.52,0.015,1.614,4
1458,Sanming 3,117.465,26.175,240,19.1075,9.6,28,5163,6988,1639.52,0.015,1.614,4
1459,Sanya 1,109.605,18.305,0,25.585,21.3,28.7,7518.4,9343.4,1521.61,0.191,1.086,5
1460,Sanya 2,109.605,18.305,0,25.585,21.3,28.7,7518.4,9343.4,1521.61,0.191,1.086,5
1461,Sanya 4,109.495,18.205,0,25.79666667,21.7,28.8,7595.4,9420.4,1461.11,0.208,1.032,5
1462,Seling Co,88.425,31.675,4530,-1.209166667,-11.9,9.1,298,1002.6,290.21,0.491,0.405,4
1463,Shanghang 1,116.885,25.305,1365,14.32583333,6.6,21.5,3415.8,5240.8,1869.65,0.016,1.992,4
1465,Shanghang 3,116.825,25.225,779,17.52416667,9.1,25,4583.6,6408.6,1760.48,0.016,1.745,4
1466,Shanghang 4,116.885,25.275,1085,15.97416667,7.9,23.3,4017.6,5842.6,1810.03,0.016,1.856,4
1467,Shanghang 5,116.885,25.305,1365,14.32583333,6.6,21.5,3415.8,5240.8,1869.65,0.016,1.992,2
1468,Shayema Lake,102.215,28.585,2453,10.29083333,2.8,16.8,2047.5,3765.9,1033.78,0.105,1.236,1
1469,Shennongjia,110.205,31.305,1700,10.94666667,0.8,20.9,2462,4011.7,1348.75,0.017,1.696,4
1470,Shennongjia 01,110.735,31.225,25,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1471,Shennongjia 02,110.735,31.225,80,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1472,Shennongjia 03,110.735,31.225,150,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1473,Shennongjia 04,110.735,31.225,200,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1474,Shennongjia 05,110.735,31.225,260,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1475,Shennongjia 06,110.735,31.225,320,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1476,Shennongjia 07,110.735,31.225,400,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1477,Shennongjia 08,110.735,31.225,475,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1478,Shennongjia 09,110.735,31.225,560,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1479,Shennongjia 10,110.735,31.225,600,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1480,Shennongjia 11,110.735,31.225,690,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1481,Shennongjia 12,110.735,31.225,740,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1482,Shennongjia 13,110.735,31.225,800,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1483,Shennongjia 14,110.735,31.225,885,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1484,Shennongjia 15,110.735,31.225,950,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1485,Shennongjia 16,110.735,31.225,1000,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1486,Shennongjia 17,110.735,31.225,1070,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1487,Shennongjia 18,110.735,31.225,1120,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1488,Shennongjia 19,110.735,31.225,1200,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1489,Shennongjia 20,110.735,31.225,1250,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1490,Shennongjia 21,110.735,31.225,1300,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1491,Shennongjia 22,110.735,31.225,1360,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1492,Shennongjia 23,110.735,31.225,1420,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1493,Shennongjia 24,110.735,31.225,1500,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1494,Shennongjia 25,110.735,31.225,1570,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1495,Shennongjia 26,110.735,31.225,1630,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1496,Shennongjia 27,110.735,31.225,1710,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1497,Shennongjia 28,110.735,31.225,1790,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1498,Shennongjia 29,110.735,31.225,1850,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1499,Shennongjia 30,110.735,31.225,1910,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1500,Shennongjia 31,110.735,31.225,2040,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1501,Shennongjia 32,110.735,31.225,2100,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1502,Shennongjia 33,110.735,31.225,2130,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1503,Shennongjia 34,110.735,31.225,2200,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1504,Shennongjia 35,110.735,31.225,2265,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1505,Shennongjia 36,110.735,31.225,2330,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1506,Shennongjia 37,110.735,31.225,2400,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1507,Shennongjia 38,110.735,31.225,2445,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1508,Shennongjia 39,110.735,31.225,2510,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1509,Shennongjia 40,110.735,31.225,2580,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1510,Shennongjia 41,110.735,31.225,2650,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1511,Shennongjia 42,110.735,31.225,2730,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1512,Shennongjia 43,110.735,31.225,2810,15.42833333,4.5,25.7,3827.2,5648,1088.34,0.016,1.213,4
1513,Shennongjia_,110.675,31.745,3005,12.29166667,1,22.9,2905.9,4503.6,1087.56,0.017,1.291,4
1514,Shiwandashan 1,107.915,21.885,453,18.83833333,11.3,24.6,5061.8,6886.8,1766.71,0.015,1.648,4
1515,Shiwandashan 2,107.915,21.885,548,18.83833333,11.3,24.6,5061.8,6886.8,1766.71,0.015,1.648,4
1516,Shiwandashan 3,107.905,21.895,398,20.60333333,12.6,26.6,5706.3,7531.3,1711.06,0.014,1.541,4
1517,Shiwandashan 4,107.885,21.895,410,20.37083333,12.5,26.3,5621.4,7446.4,1712.3,0.014,1.55,4
1518,Shiwandashan 5,107.915,21.885,676,18.83833333,11.3,24.6,5061.8,6886.8,1766.71,0.015,1.648,4
1519,Shiwandashan 6,107.915,21.885,726,18.83833333,11.3,24.6,5061.8,6886.8,1766.71,0.015,1.648,4
1520,Shixing 1,113.915,24.705,424,16.92083333,7.8,24.9,4365.1,6190.1,1789.84,0.015,1.843,4
1521,Shixing 2,113.925,25.015,160,19.00583333,9.1,27.6,5126.9,6951.9,1601.72,0.015,1.589,4
1522,Shixing 3,113.925,25.015,184,19.00583333,9.1,27.6,5126.9,6951.9,1601.72,0.015,1.589,4
1523,Shiyang River 01,102.355,37.605,3790,-3.599166667,-16.1,7.6,130.2,715.4,484.05,0.105,0.859,4
1524,Shiyang River 02,102.355,37.605,3790,-3.599166667,-16.1,7.6,130.2,715.4,484.05,0.105,0.859,4
1525,Shiyang River 03,102.355,37.605,3740,-3.599166667,-16.1,7.6,130.2,715.4,484.05,0.105,0.859,4
1526,Shiyang River 04,102.355,37.605,3740,-3.599166667,-16.1,7.6,130.2,715.4,484.05,0.105,0.859,4
1527,Shiyang River 05,102.355,37.615,3690,-3.035,-15.7,8.3,184.3,813.3,471.51,0.128,0.817,4
1528,Shiyang River 06,102.355,37.615,3660,-3.035,-15.7,8.3,184.3,813.3,471.51,0.128,0.817,4
1529,Shiyang River 07,102.355,37.615,3640,-3.035,-15.7,8.3,184.3,813.3,471.51,0.128,0.817,4
1530,Shiyang River 08,102.355,37.615,3610,-3.035,-15.7,8.3,184.3,813.3,471.51,0.128,0.817,4
1531,Shiyang River 09,102.365,37.635,3590,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1532,Shiyang River 10,102.365,37.635,3540,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1533,Shiyang River 11,102.365,37.635,3490,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1534,Shiyang River 12,102.365,37.635,3440,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1535,Shiyang River 13,102.365,37.635,3390,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1536,Shiyang River 14,102.365,37.635,3340,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1537,Shiyang River 15,102.365,37.635,3310,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1538,Shiyang River 16,102.365,37.635,3250,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1539,Shiyang River 17,102.365,37.635,3140,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1540,Shiyang River 18,102.365,37.635,3060,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1541,Shiyang River 19,102.365,37.635,2990,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1542,Shiyang River 20,102.365,37.635,2960,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1543,Shiyang River 21,102.365,37.635,2955,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1544,Shiyang River 22,102.365,37.635,2950,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1545,Shiyang River 23,102.365,37.645,2900,1.3525,-12.3,13.3,800,1698.4,365.29,0.36,0.533,4
1546,Shiyang River 24,102.365,37.645,2660,1.3525,-12.3,13.3,800,1698.4,365.29,0.36,0.533,4
1547,Shiyang River 25,102.365,37.635,2870,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1548,Shiyang River 26,102.365,37.635,2840,0.409166667,-13,12.2,642.9,1490.6,390.92,0.299,0.59,4
1549,Shiyang River 27,102.355,37.635,2790,0.4075,-13,12.2,642.2,1490.2,391.77,0.297,0.592,4
1550,Shiyang River 28,102.355,37.635,2740,0.4075,-13,12.2,642.2,1490.2,391.77,0.297,0.592,4
1551,Shiyang River 29,102.355,37.635,2730,0.4075,-13,12.2,642.2,1490.2,391.77,0.297,0.592,4
1552,Shiyang River 30,102.355,37.635,2730,0.4075,-13,12.2,642.2,1490.2,391.77,0.297,0.592,4
1553,Shiyang River 31,102.365,37.645,2660,1.3525,-12.3,13.3,800,1698.4,365.29,0.36,0.533,4
1554,Shiyang River 32,102.375,37.655,2540,1.685833333,-12,13.7,859.8,1775.1,354.44,0.385,0.51,4
1555,Shiyang River 33,102.375,37.655,2440,1.685833333,-12,13.7,859.8,1775.1,354.44,0.385,0.51,4
1556,Shiyang River 34,102.375,37.655,2440,1.685833333,-12,13.7,859.8,1775.1,354.44,0.385,0.51,4
1557,Shiyang River 35,102.425,37.675,2340,3.075,-10.9,15.3,1120.6,2102.5,310.6,0.476,0.424,4
1558,Shiyang River 36,102.425,37.705,2240,3.705833333,-10.5,16,1250.4,2261.1,290.39,0.515,0.387,4
1559,Shiyang River 37,102.435,37.725,2140,4.226666667,-10.1,16.7,1360.1,2394.1,273.89,0.546,0.358,4
1560,Shiyang River 38,102.455,37.765,2040,4.215,-10.2,16.7,1366.6,2399.1,269.26,0.554,0.35,4
1561,Shiyang River 39,102.565,37.815,1940,6.465,-8.5,19.5,1862.7,2990.4,206.81,0.663,0.248,4
1562,Shiyang River 40,102.565,37.815,1790,6.465,-8.5,19.5,1862.7,2990.4,206.81,0.663,0.248,4
1563,Shiyang River 41,102.685,37.825,1658,7.2325,-7.9,20.4,2044.1,3200.9,186.8,0.696,0.218,4
1564,Shiyang River-02-01,101.955,37.825,2420,1.719166667,-12.4,13.6,880.9,1805.6,367.14,0.367,0.527,4
1565,Shiyang River-02-02,101.955,37.825,2360,1.719166667,-12.4,13.6,880.9,1805.6,367.14,0.367,0.527,4
1566,Shiyang River-02-03,101.955,37.825,2290,1.719166667,-12.4,13.6,880.9,1805.6,367.14,0.367,0.527,4
1567,Shiyang River-02-04,101.955,37.825,2220,1.719166667,-12.4,13.6,880.9,1805.6,367.14,0.367,0.527,4
1568,Shiyang River-02-05,101.955,37.825,2200,1.719166667,-12.4,13.6,880.9,1805.6,367.14,0.367,0.527,4
1569,Shiyang River-02-06,101.955,37.825,2180,1.719166667,-12.4,13.6,880.9,1805.6,367.14,0.367,0.527,4
1570,Shiyang River-02-07,101.955,37.825,2160,1.719166667,-12.4,13.6,880.9,1805.6,367.14,0.367,0.527,4
1571,Shiyang River-02-08,101.965,37.835,2140,2.469166667,-11.8,14.5,1019.3,1980.5,342.61,0.419,0.479,4
1572,Shiyang River-02-09,101.965,37.835,2130,2.469166667,-11.8,14.5,1019.3,1980.5,342.61,0.419,0.479,4
1573,Shiyang River-02-10,101.965,37.835,2120,2.469166667,-11.8,14.5,1019.3,1980.5,342.61,0.419,0.479,4
1574,Shiyang River-02-11,101.985,37.835,2110,3.065833333,-11.3,15.2,1133.4,2121.9,322.68,0.458,0.441,4
1575,Shiyang River-02-12,102.075,37.885,2100,3.484166667,-10.9,15.8,1225.2,2229.6,298.74,0.503,0.399,4
1576,Shiyang River-02-13,102.125,37.885,2090,4.2525,-10.3,16.7,1382.2,2420.2,273.28,0.549,0.355,4
1577,Shiyang River-02-14,102.185,37.895,2040,3.591666667,-10.9,16,1252.8,2259.8,288.21,0.521,0.381,4
1578,Shiyang River-02-15,102.215,37.915,2000,5.039166667,-9.8,17.7,1554.8,2625.1,244.59,0.599,0.308,4
1579,Shiyang River-02-16,102.255,37.935,1930,5.109166667,-9.7,17.8,1574.8,2646.9,239.24,0.608,0.299,4
1580,Shiyang River-02-17,102.305,37.945,1875,5.808333333,-9.2,18.7,1729.6,2830.6,219.48,0.642,0.268,4
1581,Shiyang River-02-18,102.345,37.965,1870,6.119166667,-9,19.1,1803.5,2916.5,209.47,0.658,0.253,4
1582,Shiyang River-02-19,102.445,37.945,1858,6.041666667,-9.1,19.1,1789.1,2897.6,209.49,0.658,0.253,4
1583,Shiyang River-02-20,102.755,38.175,1454,8.209166667,-7.8,22.2,2345.3,3529.7,146.16,0.758,0.161,4
1584,Shiyang River-02-21,102.845,37.995,1486,8.003333333,-7.7,21.7,2265.8,3446.3,158,0.741,0.177,4
1585,Shiyang River-02-22,102.695,38.075,1450,8.093333333,-7.7,21.8,2297,3481,154.8,0.745,0.172,4
1586,Shiyang River-02-23,102.775,38.205,1440,8.213333333,-7.9,22.2,2353.2,3536.5,144.08,0.761,0.158,4
1587,Shiyang River-02-24,102.845,38.285,1450,8.216666667,-8,22.4,2372.1,3552.3,138.69,0.768,0.151,4
1588,Shiyang River-02-25,102.845,38.295,1450,8.213333333,-8,22.4,2373.5,3553.2,138.22,0.769,0.15,4
1589,Shiyang River-02-26,102.815,38.355,1410,8.333333333,-8,22.6,2411,3593.6,133.99,0.775,0.145,4
1590,Shiyang River-02-27,102.905,38.375,1410,8.28,-8.1,22.7,2407.4,3586.6,132.47,0.777,0.143,4
1592,Shiyang River-02-29,102.915,38.575,1383,8.360833333,-8.4,23.1,2464.3,3640.1,122.24,0.791,0.13,4
1593,Shiyang River-02-30,103.095,38.665,1380,8.498333333,-8.5,23.6,2523.4,3700.3,115.36,0.8,0.121,4
1594,Shiyang River-02-31,103.185,38.705,1372,8.540833333,-8.6,23.7,2545.3,3722,113.36,0.803,0.119,4
1595,Shiyang River-02-32,103.235,38.825,1340,8.5925,-8.7,24,2581.8,3756,108.98,0.809,0.114,4
1596,Shiyang River-02-33,103.275,38.875,1342,8.628333333,-8.8,24.2,2600.4,3774.1,107.14,0.812,0.111,4
1597,Shiyang River-02-34,103.335,38.995,1320,8.610833333,-8.9,24.4,2618.1,3787.5,104.3,0.815,0.108,4
1598,Shiyang River-02-35,103.425,38.985,1320,8.600833333,-9,24.4,2616.8,3786,105.29,0.814,0.109,4
1599,Shuidong 1,111.025,21.475,-10,23.26166667,16.2,28.6,6675.4,8500.4,1793.79,0.014,1.493,5
1600,Shuidong 2,111.085,21.485,-20,23.2525,16.2,28.6,6672,8497,1808,0.014,1.505,5
1601,Suichuan,114.565,26.285,210,17.71,6.4,27.9,4656,6481,1537.91,0.015,1.543,4
1602,Sun-moon Lake,120.915,23.865,726,15.95666667,7.3,23.3,4014.2,5839.2,1379.49,0.016,1.285,1
1603,T114,110.285,25.285,50,18.8825,8,28.1,5083.6,6908.6,1715.89,0.014,1.751,4
1604,Taibai Mt 1,107.785,33.955,2300,-0.408333333,-10.1,9.6,320.8,1045.1,1051.84,0.02,1.868,4
1605,Taibai Mt 2,107.785,33.955,2800,-0.408333333,-10.1,9.6,320.8,1045.1,1051.84,0.02,1.868,4
1606,Taibai Mt 3,107.785,33.955,3100,-0.408333333,-10.1,9.6,320.8,1045.1,1051.84,0.02,1.868,4
1607,Taibai Mt 4,107.785,33.955,3400,-0.408333333,-10.1,9.6,320.8,1045.1,1051.84,0.02,1.868,4
1608,Taibei,110.285,25.285,50,18.8825,8,28.1,5083.6,6908.6,1715.89,0.014,1.751,4
1609,Taidong,110.285,25.285,50,18.8825,8,28.1,5083.6,6908.6,1715.89,0.014,1.751,4
1610,Taihu lake 1,120.205,31.205,30,15.76,3.4,27.9,3996.9,5772.1,1191.85,0.016,1.237,1
1611,Taihu lake 2,120.205,31.205,30,15.76,3.4,27.9,3996.9,5772.1,1191.85,0.016,1.237,1
1612,Tainan,110.285,25.285,50,18.8825,8,28.1,5083.6,6908.6,1715.89,0.014,1.751,4
1613,Taixi,110.285,25.285,50,18.8825,8,28.1,5083.6,6908.6,1715.89,0.014,1.751,4
1614,Tanggula 1,91.865,33.215,5121,-4.396666667,-16.5,6.7,78.1,624.5,383.66,0.291,0.629,4
1615,Tanggula 2,91.875,32.695,5010,-4.529166667,-16.3,6.2,44.2,562.8,436.65,0.21,0.725,4
1616,Tanggula 3,91.925,32.885,5231,-5.698333333,-17.4,5,0,407.8,443.14,0.168,0.774,4
1617,Tanggula 4,91.955,32.915,5180,-5.660833333,-17.3,5,0.1,414.3,440.8,0.172,0.769,4
1618,Tanghongling,129.105,48.405,465,-1.089166667,-25.2,18.7,1363.3,2245.8,634.99,0.021,1.08,4
1619,Tianbaoyan 1,117.515,25.975,1187,14.37083333,6,22.4,3433,5258,1819.62,0.016,1.978,2
1620,Tianbaoyan 2,117.435,25.965,625,17.96583333,8.8,26.5,4745.8,6570.8,1678.65,0.015,1.685,4
1621,Tianbaoyan 3,117.435,25.965,626,17.96583333,8.8,26.5,4745.8,6570.8,1678.65,0.015,1.685,4
1622,Tianbaoyan 4,117.435,25.965,626,17.96583333,8.8,26.5,4745.8,6570.8,1678.65,0.015,1.685,4
1623,Tianmu Mt 1,119.455,30.375,1500,9.045833333,-1.9,20.2,2078.8,3395.7,1755.37,0.017,2.158,4
1624,Tianmu Mt 2,119.455,30.375,1300,9.045833333,-1.9,20.2,2078.8,3395.7,1755.37,0.017,2.158,4
1625,Tianmu Mt 3,119.455,30.375,1200,9.045833333,-1.9,20.2,2078.8,3395.7,1755.37,0.017,2.158,4
1626,Tianmu Mt 4,119.455,30.375,1000,9.045833333,-1.9,20.2,2078.8,3395.7,1755.37,0.017,2.158,4
1627,Tianmu Mt 5,119.455,30.375,1000,9.045833333,-1.9,20.2,2078.8,3395.7,1755.37,0.017,2.158,4
1628,Tianshan GZ 1,87.155,43.205,3736,-0.485833333,-11.7,11.5,529.4,1300.7,437.85,0.232,0.694,3
1629,Tianshan GZ 2,87.155,43.205,4075,-0.485833333,-11.7,11.5,529.4,1300.7,437.85,0.232,0.694,3
1630,Tianshan GZ 3,87.155,43.205,4075,-0.485833333,-11.7,11.5,529.4,1300.7,437.85,0.232,0.694,3
1631,Tianshan GZ 4,87.155,43.205,4075,-0.485833333,-11.7,11.5,529.4,1300.7,437.85,0.232,0.694,3
1632,Tianshan Mt 1,87.005,43.005,2000,-7.8125,-18,3,0,158.9,491.76,0.025,1.063,4
